"108年05月13日每日收盤行情(電子通路業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"2347","聯強","3,534,180","1,607","132,162,019","37.80","37.85","37.10","37.10","-","0.30","37.10","289","37.15","7","10.25",
"2414","精技","122,000","65","2,536,350","20.75","20.95","20.70","20.70"," ","0.00","20.70","64","20.75","7","13.10",
"2430","燦坤","213,223","105","4,074,596","19.35","19.35","19.00","19.05","-","0.35","19.05","26","19.10","3","14.22",
"2459","敦吉","103,642","75","3,992,350","38.55","38.65","38.40","38.40","-","0.30","38.40","16","38.60","1","9.39",
"3010","華立","264,492","146","14,002,570","52.70","53.30","52.70","52.90","-","0.40","52.90","25","53.00","2","9.09",
"3028","增你強","889,744","498","19,916,539","22.80","22.80","22.10","22.15","-","0.65","22.15","31","22.20","25","11.66",
"3033","威健","929,697","454","18,521,364","20.00","20.05","19.85","19.90","-","0.20","19.85","70","19.90","14","10.99",
"3036","文曄","2,556,909","1,520","98,815,860","39.20","39.20","38.40","38.55","-","0.65","38.50","18","38.60","31","7.71",
"3048","益登","163,100","86","2,174,465","13.50","13.50","13.20","13.40","+","0.05","13.30","2","13.40","23","12.29",
"3055","蔚華科","84,017","41","2,145,926","25.90","25.90","25.25","25.25","-","0.65","25.25","4","25.45","4","27.75",
"3209","全科","195,657","136","3,664,229","19.00","19.10","18.60","18.70","-","0.25","18.70","2","18.75","2","14.96",
"3312","弘憶股","1,419,890","448","17,344,717","12.00","12.45","12.00","12.15","+","0.15","12.10","64","12.20","50","9.72",
"3528","安馳","882,564","541","35,243,116","40.00","40.00","39.85","39.90","-","0.05","39.85","53","39.90","2","14.56",
"3702","大聯大","3,354,746","2,070","133,396,427","39.90","40.05","39.60","39.60","-","0.30","39.60","313","39.75","90","8.92",
"5434","崇越","793,547","553","67,289,895","85.80","85.90","84.00","85.00","-","0.90","84.90","20","85.00","16","10.12",
"6189","豐藝","427,805","259","14,013,820","32.90","33.10","32.60","32.65","-","0.30","32.65","6","32.70","13","11.18",
"6281","全國電","53,584","49","3,500,808","65.30","65.60","65.20","65.60"," ","0.00","65.40","10","65.60","10","18.74",
"8070","長華","537,516","380","86,126,560","165.00","165.00","156.50","159.00","-","9.00","158.50","25","159.50","2","9.46",
"8072","陞泰","48,850","28","991,555","20.55","20.55","20.20","20.25","-","0.50","20.25","16","20.40","1","",
"8112","至上","2,204,042","1,267","65,262,238","30.00","30.10","29.40","29.40","-","0.55","29.40","58","29.45","18","7.68",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

